,location,total_sqft,bath,price,bhk
8195,Whitefield,1697.0,3.0,108.0,3
8197,Whitefield,3606.0,4.0,312.0,4
8198,Whitefield,1204.0,4.0,125.0,4
8199,Whitefield,1485.0,2.0,90.0,2
8200,Whitefield,950.0,1.0,50.0,1
8202,Whitefield,825.0,1.0,45.0,1
8205,Whitefield,1635.0,2.0,85.0,3
8206,Whitefield,1216.0,2.0,79.0,2
8212,Whitefield,920.0,2.0,63.0,2
8214,Whitefield,1170.0,2.0,71.0,2
8215,Whitefield,1118.0,2.0,75.0,2
8216,Whitefield,1800.0,3.0,110.0,3
8217,Whitefield,1562.0,3.0,103.0,3
8220,Whitefield,2321.0,4.0,128.0,3
8221,Whitefield,1320.0,2.0,95.0,2
8224,Whitefield,3010.0,3.0,200.0,3
8225,Whitefield,1346.0,2.0,96.17,2
8230,Whitefield,2500.0,4.0,155.0,4
8231,Whitefield,905.0,1.0,55.0,1
8233,Whitefield,2268.0,3.0,146.0,4
8236,Whitefield,630.5,1.0,32.79,1
8237,Whitefield,3537.0,5.0,210.0,4
8239,Whitefield,1697.0,3.0,115.0,3
8242,Whitefield,1520.0,2.0,150.0,3
8244,Whitefield,3250.0,5.0,290.0,5
8248,Whitefield,1269.0,2.0,75.0,2
8249,Whitefield,3227.0,5.0,250.0,5
8250,Whitefield,1545.0,3.0,79.0,3
8253,Whitefield,3262.0,4.0,260.0,4
8255,Whitefield,1132.0,2.0,79.28,2
8257,Whitefield,3000.0,4.0,330.0,4
8259,Whitefield,2830.0,5.0,160.0,4
8261,Whitefield,1195.0,2.0,70.0,2
8262,Whitefield,3480.0,4.0,284.0,3
8264,Whitefield,3004.0,4.0,285.0,4
8265,Whitefield,1250.0,2.0,72.0,2
8266,Whitefield,709.0,1.0,34.385,1
8267,Whitefield,1340.0,2.0,77.0,2
8268,Whitefield,1320.0,2.0,79.5,2
8269,Whitefield,750.0,2.0,52.7,2
8270,Whitefield,1200.0,3.0,61.96,3
8272,Whitefield,3000.0,4.0,306.0,4
8277,Whitefield,3445.0,5.0,270.0,4
8278,Whitefield,1700.0,3.0,140.0,3
8279,Whitefield,4827.0,4.0,400.0,4
8280,Whitefield,1405.0,2.0,84.5,2
8282,Whitefield,3252.0,4.0,280.0,4
8284,Whitefield,1150.0,2.0,90.0,2
8285,Whitefield,2400.0,4.0,147.0,4
8287,Whitefield,624.0,1.0,35.0,1
8289,Whitefield,1700.0,3.0,95.0,3
8290,Whitefield,4960.0,4.0,400.0,4
8291,Whitefield,2928.0,4.0,198.0,4
8294,Whitefield,1216.0,2.0,84.0,2
8295,Whitefield,2882.0,5.0,204.0,4
8296,Whitefield,1840.0,3.0,140.0,3
8297,Whitefield,1778.0,3.0,122.0,3
8298,Whitefield,1400.0,2.0,80.0,2
8299,Whitefield,650.0,1.0,25.0,1
8300,Whitefield,2155.0,3.0,125.0,4
8301,Whitefield,905.0,1.0,52.0,1
8304,Whitefield,810.0,1.0,21.0,1
8306,Whitefield,1216.0,2.0,75.0,2
8307,Whitefield,1355.0,2.0,78.0,2
8308,Whitefield,1255.0,2.0,77.0,2
8309,Whitefield,1216.0,2.0,73.0,2
8310,Whitefield,709.0,1.0,34.735,1
8314,Whitefield,1745.0,3.0,100.0,3
8315,Whitefield,3200.0,4.0,224.0,4
8317,Whitefield,825.0,1.0,44.9,1
8320,Whitefield,1870.0,3.0,138.0,3
8322,Whitefield,1862.0,3.0,125.0,3
8323,Whitefield,1655.0,3.0,113.0,3
8324,Whitefield,530.0,1.0,29.44,1
8326,Whitefield,905.0,1.0,50.0,1
8327,Whitefield,1600.0,3.0,82.0,3
8328,Whitefield,1230.0,4.0,80.0,4
8330,Whitefield,630.5,1.0,32.15,1
8331,Whitefield,905.0,1.0,52.0,1
8335,Whitefield,1216.0,2.0,83.0,2
8341,Whitefield,1216.0,2.0,75.0,2
8342,Whitefield,4000.0,4.0,380.0,4
8353,Whitefield,750.0,1.0,51.0,1
8356,Whitefield,1173.0,2.0,77.0,2
8357,Whitefield,1200.0,3.0,68.4,3
8361,Whitefield,3425.0,5.0,250.0,4
8366,Whitefield,2173.0,3.0,128.0,3
8368,Whitefield,905.0,1.0,62.0,1
8369,Whitefield,1320.0,2.0,99.26,2
8370,Whitefield,2901.0,4.0,190.0,3
8371,Whitefield,1485.0,2.0,96.51,2
8372,Whitefield,1755.0,3.0,101.0,3
8374,Whitefield,2225.0,3.0,149.0,3
8375,Whitefield,1250.0,2.0,82.0,2
8376,Whitefield,1800.0,4.0,178.0,4
8377,Whitefield,605.0,1.0,40.0,1
8380,Whitefield,2210.0,3.0,156.0,3
8381,Whitefield,1173.0,2.0,78.2,2
8382,Whitefield,1740.0,4.0,130.0,3
8383,Whitefield,5924.0,4.0,625.0,4
8385,Whitefield,1655.0,3.0,120.0,3
8388,Whitefield,1180.0,2.0,70.0,2
8390,Whitefield,2023.0,4.0,130.0,3
8391,Whitefield,2134.0,4.0,118.0,3
8394,Whitefield,905.0,1.0,60.0,1
8400,Whitefield,1452.0,3.0,90.0,3
8401,Whitefield,2850.0,5.0,240.0,4
8404,Whitefield,2830.0,5.0,190.0,4
8405,Whitefield,1295.0,2.0,78.5,2
8406,Whitefield,840.0,1.0,57.6,1
8407,Whitefield,640.0,1.0,19.83,1
8408,Whitefield,1991.0,3.0,104.0,3
8412,Whitefield,1655.0,3.0,97.0,3
8413,Whitefield,1850.0,3.0,150.0,3
8414,Whitefield,1200.0,3.0,67.77,3
8415,Whitefield,1290.0,2.0,90.0,2
8418,Whitefield,1216.0,2.0,75.0,2
8419,Whitefield,1356.0,2.0,94.84,2
8420,Whitefield,1338.0,2.0,103.0,2
8421,Whitefield,4097.0,3.0,400.0,3
8423,Whitefield,3450.0,4.0,208.0,3
8427,Whitefield,1267.0,2.0,90.33,2
8428,Whitefield,5000.0,5.0,550.0,4
8429,Whitefield,2400.0,4.0,143.0,4
8430,Whitefield,1836.0,3.0,125.0,3
8432,Whitefield,3596.0,3.0,200.0,3
8433,Whitefield,1275.0,2.0,65.0,3
8436,Whitefield,1216.0,2.0,82.0,2
8437,Whitefield,1495.0,3.0,88.0,2
8438,Whitefield,1564.0,3.0,103.0,3
8439,Whitefield,1585.0,3.0,84.0,3
8441,Whitefield,1558.0,3.0,90.0,3
8442,Whitefield,1227.0,2.0,70.0,2
8443,Whitefield,1704.0,3.0,120.0,3
8444,Whitefield,1256.0,2.0,73.0,2
8447,Whitefield,1300.0,2.0,78.0,2
8448,Whitefield,1570.0,3.0,88.0,3
8449,Whitefield,1216.0,2.0,84.03,2
8451,Whitefield,1216.0,2.0,72.5,2
8453,Whitefield,2025.0,4.0,115.0,3
8454,Whitefield,1346.0,2.0,100.0,3
8458,Whitefield,2990.0,3.0,198.0,4
8461,Whitefield,1720.0,3.0,98.97,3
8462,Whitefield,1600.0,3.0,95.0,3
8463,Whitefield,1655.0,3.0,108.0,3
8464,Whitefield,1740.0,3.0,95.0,3
8466,Whitefield,1350.0,2.0,88.0,2
8468,Whitefield,1216.0,2.0,80.0,2
8469,Whitefield,2900.0,4.0,225.0,4
8470,Whitefield,1340.0,2.0,101.0,2
8472,Whitefield,1500.0,3.0,78.57,3
8473,Whitefield,1626.0,3.0,85.0,3
8475,Whitefield,1100.0,2.0,65.0,2
8477,Whitefield,1270.0,2.0,65.0,3
8478,Whitefield,3117.0,3.0,261.0,3
8480,Whitefield,3150.0,3.0,290.0,3
8482,Whitefield,2956.0,5.0,234.0,4
8486,Whitefield,2247.0,3.0,145.0,3
8487,Whitefield,3940.0,5.0,265.0,4
8489,Whitefield,1160.0,2.0,67.0,2
8491,Whitefield,1180.0,2.0,77.0,2
8492,Whitefield,2140.0,3.0,139.0,3
8493,Whitefield,1314.0,2.0,84.0,2
8496,Whitefield,1012.0,2.0,58.0,2
8500,Whitefield,1500.0,6.0,155.0,5
8501,Whitefield,1431.0,3.0,85.0,3
8502,Whitefield,524.0,1.0,29.0,1
8503,Whitefield,2830.0,4.0,161.0,4
8504,Whitefield,2135.0,3.0,149.0,4
8506,Whitefield,3075.0,2.0,188.0,4
8507,Whitefield,1760.0,3.0,160.0,3
8508,Whitefield,1655.0,3.0,110.0,3
8509,Whitefield,840.0,1.0,57.0,1
8510,Whitefield,1725.0,3.0,106.0,3
8511,Whitefield,2064.0,5.0,225.0,4
8513,Whitefield,516.0,1.0,39.0,1
8514,Whitefield,6000.0,4.0,410.0,4
8515,Whitefield,1639.0,3.0,107.0,3
8516,Whitefield,1820.0,3.0,113.0,3
8518,Whitefield,3565.0,4.0,218.0,4
8519,Whitefield,3410.0,5.0,253.0,4
8522,Whitefield,4500.0,4.0,330.0,4
8523,Whitefield,1250.0,2.0,85.0,2
8525,Whitefield,1277.0,2.0,77.0,2
8526,Whitefield,1820.0,3.0,140.0,3
8527,Whitefield,3453.0,4.0,247.0,4
8533,Whitefield,2280.0,4.0,125.0,3
8534,Whitefield,2882.0,5.0,200.0,4
8536,Whitefield,1639.5,3.0,92.63,3
8539,Whitefield,1190.0,2.0,70.0,2
8541,Whitefield,1270.0,2.0,94.0,2
8542,Whitefield,1220.0,2.0,89.0,2
8544,Whitefield,3758.0,3.0,300.0,3
8549,Whitefield,1216.0,2.0,72.0,2
8551,Whitefield,5400.0,5.0,475.0,4
8552,Whitefield,1396.0,3.0,74.0,3
8561,Whitefield,1615.0,3.0,96.9,3
8567,Whitefield,1200.0,2.0,70.0,2
8571,Whitefield,2321.0,4.0,157.0,3
8572,Whitefield,1224.0,2.0,75.0,2
8573,Whitefield,1655.0,3.0,113.0,3
8575,Whitefield,4144.0,5.0,331.0,5
8579,Whitefield,1200.0,3.0,67.75,3
8580,Whitefield,2444.0,4.0,145.0,4
8581,Whitefield,1270.0,2.0,110.0,2
8582,Whitefield,1660.0,3.0,110.0,3
8583,Whitefield,1270.0,2.0,105.0,2
8585,Whitefield,1344.0,3.0,130.0,4
8586,Whitefield,1362.0,2.0,85.0,2
8588,Whitefield,1457.0,2.0,105.0,3
8589,Whitefield,1720.0,3.0,128.0,3
8593,Whitefield,1564.0,3.0,103.0,3
8597,Whitefield,1760.0,3.0,139.0,3
8598,Whitefield,613.0,1.0,48.0,1
8599,Whitefield,1730.0,3.0,125.0,3
8601,Whitefield,877.0,1.0,59.0,1
8604,Yelachenahalli,1464.0,2.0,105.0,3
8605,Yelachenahalli,2400.0,1.0,150.0,2
8606,Yelachenahalli,1700.0,3.0,130.0,3
8607,Yelachenahalli,1130.0,2.0,40.0,2
8608,Yelachenahalli,1080.0,2.0,55.0,2
8609,Yelachenahalli,897.0,2.0,85.0,5
8610,Yelachenahalli,1400.0,2.0,78.0,2
8611,Yelachenahalli,1080.0,2.0,38.0,2
8612,Yelachenahalli,1330.0,3.0,73.5,3
8613,Yelachenahalli,800.0,1.0,30.0,2
8614,Yelachenahalli,1100.0,2.0,60.0,2
8616,Yelachenahalli,1110.0,2.0,110.0,2
8617,Yelachenahalli,1103.0,2.0,55.0,2
8618,Yelachenahalli,1000.0,2.0,50.0,2
8619,Yelahanka,2475.0,4.0,186.0,4
8620,Yelahanka,660.0,1.0,48.0,1
8622,Yelahanka,1326.0,2.0,78.0,2
8623,Yelahanka,3050.0,5.0,213.0,5
8624,Yelahanka,1327.0,2.0,98.0,2
8631,Yelahanka,1705.0,3.0,95.0,3
8633,Yelahanka,3206.0,5.0,270.0,4
8634,Yelahanka,1234.0,2.0,80.0,2
8635,Yelahanka,1315.0,2.0,85.0,2
8636,Yelahanka,1170.0,2.0,62.5,2
8638,Yelahanka,697.0,1.0,45.0,1
8640,Yelahanka,2195.0,4.0,127.0,3
8642,Yelahanka,1614.0,3.0,95.0,3
8644,Yelahanka,628.0,1.0,24.0,1
8645,Yelahanka,3770.0,6.0,110.0,6
8646,Yelahanka,1537.0,3.0,120.0,3
8649,Yelahanka,654.0,1.0,38.4,1
8656,Yelahanka,1825.0,3.0,105.0,3
8657,Yelahanka,1603.0,3.0,96.0,3
8658,Yelahanka,1304.0,2.0,79.0,2
8659,Yelahanka,1550.0,3.0,120.0,3
8660,Yelahanka,1610.0,3.0,115.0,3
8664,Yelahanka,915.0,2.0,48.0,2
8666,Yelahanka,1517.0,3.0,76.3,3
8670,Yelahanka,1327.0,2.0,85.0,2
8673,Yelahanka,1566.0,3.0,97.0,3
8675,Yelahanka,1653.0,3.0,120.0,3
8676,Yelahanka,1275.0,2.0,95.0,3
8677,Yelahanka,1270.0,2.0,78.0,2
8678,Yelahanka,1400.0,2.0,80.54,3
8680,Yelahanka,1322.0,2.0,86.0,2
8681,Yelahanka,1100.0,2.0,70.0,2
8682,Yelahanka,1200.0,2.0,70.0,2
8685,Yelahanka,2675.0,4.0,140.0,4
8687,Yelahanka,654.0,1.0,37.0,1
8689,Yelahanka,1465.0,3.0,80.01,3
8692,Yelahanka,2100.0,4.0,180.0,4
8694,Yelahanka,1692.0,3.0,83.0,3
8699,Yelahanka,2145.0,3.0,125.0,3
8701,Yelahanka,1322.0,2.0,75.0,2
8704,Yelahanka,602.0,1.0,26.0,1
8705,Yelahanka,1100.0,2.0,60.0,2
8706,Yelahanka,1614.0,2.0,100.0,3
8707,Yelahanka,1890.0,3.0,108.0,3
8708,Yelahanka,1556.0,3.0,86.0,3
8709,Yelahanka,1610.0,4.0,85.0,3
8711,Yelahanka,651.0,1.0,17.5,1
8716,Yelahanka,1859.0,3.0,108.0,3
8718,Yelahanka,1322.0,2.0,80.0,2
8722,Yelahanka,2600.0,4.0,175.0,4
8723,Yelahanka,1305.0,2.0,78.0,2
8725,Yelahanka,1711.0,3.0,85.61,3
8726,Yelahanka,1315.0,2.0,75.0,2
8727,Yelahanka,3600.0,6.0,200.0,6
8730,Yelahanka,1650.0,3.0,105.0,3
8735,Yelahanka,3990.0,4.0,260.0,4
8736,Yelahanka,1620.0,3.0,90.0,3
8737,Yelahanka,654.0,1.0,36.25,1
8738,Yelahanka,1614.0,3.0,93.0,3
8739,Yelahanka,694.0,1.0,30.84,1
8740,Yelahanka,1115.0,2.0,60.0,2
8741,Yelahanka,2317.0,4.0,140.0,3
8742,Yelahanka,1653.0,3.0,93.0,3
8743,Yelahanka,654.0,1.0,38.0,1
8745,Yelahanka,1445.0,2.0,82.0,2
8747,Yelahanka,602.0,1.0,38.0,1
8748,Yelahanka,697.0,1.0,35.0,1
8750,Yelahanka,682.0,1.0,36.23,1
8752,Yelahanka,1560.0,2.0,98.0,3
8753,Yelahanka,1780.0,3.0,107.0,3
8754,Yelahanka,1076.0,2.0,78.0,2
8755,Yelahanka,1342.0,2.0,75.0,3
8756,Yelahanka,1823.0,3.0,103.0,3
8757,Yelahanka,1792.0,3.0,104.0,3
8758,Yelahanka,1304.0,2.0,69.97,2
8761,Yelahanka,1300.0,2.0,69.23,2
8762,Yelahanka,1705.0,3.0,91.0,3
8765,Yelahanka,1835.0,3.0,108.0,3
8766,Yelahanka,1847.0,3.0,92.0,3
8768,Yelahanka,1890.0,3.0,109.0,3
8769,Yelahanka,700.0,1.0,38.0,1
8770,Yelahanka,1491.0,3.0,85.0,3
8771,Yelahanka,2088.0,5.0,110.0,4
8772,Yelahanka,1330.0,2.0,93.65,2
8778,Yelahanka,1600.0,3.0,100.0,3
8782,Yelahanka,1705.0,3.0,85.0,3
8783,Yelahanka,1350.0,2.0,85.0,3
8785,Yelahanka,1633.0,3.0,110.0,3
8786,Yelahanka,827.5,1.0,42.535,1
8788,Yelahanka,1355.0,2.0,75.0,3
8790,Yelahanka,1756.0,3.0,125.0,3
8793,Yelahanka,1104.0,2.0,58.0,2
8795,Yelahanka,1175.0,2.0,67.77,2
8796,Yelahanka,1322.0,2.0,77.9,2
8797,Yelahanka,602.0,1.0,33.0,1
8798,Yelahanka,1315.0,2.0,77.0,2
8801,Yelahanka,2650.0,4.0,223.0,4
8803,Yelahanka,567.0,1.0,25.0,1
8805,Yelahanka,602.0,2.0,30.0,1
8809,Yelahanka,1267.0,3.0,78.0,2
8810,Yelahanka,1360.0,2.0,78.19,2
8812,Yelahanka New Town,650.0,1.0,33.0,1
8813,Yelahanka New Town,500.0,1.0,20.0,1
8814,Yelahanka New Town,440.0,1.0,16.5,1
8815,Yelahanka New Town,550.0,2.0,26.0,2
8816,Yelahanka New Town,960.0,2.0,18.0,1
8819,Yelahanka New Town,650.0,1.0,20.0,1
8820,Yelahanka New Town,1200.0,2.0,130.0,2
8821,Yelahanka New Town,350.0,1.0,13.5,1
8823,Yelahanka New Town,1385.0,2.0,65.0,2
8824,Yelahanka New Town,500.0,2.0,24.0,1
8825,Yelahanka New Town,650.0,1.0,17.0,1
8826,Yelahanka New Town,450.0,1.0,16.0,1
8828,Yelahanka New Town,960.0,2.0,50.0,2
8832,Yelahanka New Town,450.0,1.0,15.0,1
8833,Yelahanka New Town,500.0,1.0,18.0,1
8836,Yelahanka New Town,2200.0,2.0,180.0,2
8837,Yelahanka New Town,488.0,1.0,20.0,1
8838,Yelahanka New Town,1100.0,2.0,58.0,2
8839,Yelahanka New Town,860.0,1.0,31.0,2
8841,Yelahanka New Town,1000.0,2.0,44.0,2
8842,Yelahanka New Town,650.0,1.0,18.0,1
8844,Yelahanka New Town,1740.0,3.0,150.0,3
8845,Yelahanka New Town,1290.0,2.0,70.0,2
8847,Yelenahalli,1240.0,2.0,47.12,2
8848,Yelenahalli,1200.0,2.0,46.17,2
8850,Yelenahalli,1260.0,2.0,47.88,2
8852,Yelenahalli,1175.0,2.0,50.0,2
8853,Yelenahalli,1650.0,3.0,68.0,3
8854,Yelenahalli,1200.0,2.0,45.6,2
8855,Yelenahalli,1200.0,2.0,46.17,2
8856,Yelenahalli,1160.0,2.0,44.08,2
8858,Yeshwanthpur,1693.0,3.0,108.0,3
8859,Yeshwanthpur,667.0,1.0,36.85,1
8860,Yeshwanthpur,1950.0,4.0,130.0,4
8862,Yeshwanthpur,665.0,1.0,36.85,1
8863,Yeshwanthpur,850.0,4.0,90.0,5
8867,Yeshwanthpur,671.0,1.0,36.85,1
8868,Yeshwanthpur,1852.0,3.0,160.0,3
8869,Yeshwanthpur,1277.5,2.0,95.815,2
8870,Yeshwanthpur,668.0,1.0,36.85,1
8871,Yeshwanthpur,1185.0,2.0,75.84,2
8872,Yeshwanthpur,1195.0,2.0,100.0,2
8873,Yeshwanthpur,1826.0,3.0,165.0,3
8874,Yeshwanthpur,1313.0,3.0,96.0,3
8875,Yeshwanthpur,1400.0,2.0,100.0,2
8878,Yeshwanthpur,673.0,1.0,36.85,1
8879,Yeshwanthpur,717.0,2.0,49.475,2
8882,Yeshwanthpur,605.0,1.0,41.745,1
8885,Yeshwanthpur,669.0,1.0,36.85,1
8887,Yeshwanthpur,3027.0,4.0,260.0,3
8889,Yeshwanthpur,1200.0,4.0,110.0,4
8891,Yeshwanthpur,670.0,1.0,36.85,1
8894,Yeshwanthpur,1240.0,2.0,80.0,2
8895,Yeshwanthpur,1713.0,3.0,110.0,3
8896,Yeshwanthpur,1144.0,2.0,67.0,2
8897,Yeshwanthpur,1541.0,2.0,130.0,2
8899,Yeshwanthpur,1362.0,2.0,100.0,2
8900,Yeshwanthpur,666.0,1.0,36.8,1
8901,Yeshwanthpur,770.0,1.0,70.0,2
8902,Yeshwanthpur,1856.0,4.0,180.0,3
8903,Yeshwanthpur,1855.0,3.0,140.0,3
8905,Yeshwanthpur,1165.0,2.0,85.0,2
8906,Yeshwanthpur,1860.0,3.0,168.0,3
8909,Yeshwanthpur,1825.0,3.0,145.0,3
8911,Yeshwanthpur,994.0,2.0,54.67,1
8912,Yeshwanthpur,650.0,1.0,40.0,1
8913,Yeshwanthpur,1500.0,3.0,100.0,3
8918,Yeshwanthpur,674.0,1.0,36.85,1
8920,Yeshwanthpur,672.0,1.0,36.85,1
8923,Yeshwanthpur,1692.0,3.0,108.0,3
8925,Yeshwanthpur,2500.0,5.0,185.0,6
8930,Yeshwanthpur,1855.0,3.0,135.0,3
8931,Yeshwanthpur,1876.0,3.0,160.0,3
8933,other,2770.0,4.0,290.0,3
8936,other,600.0,1.0,38.0,1
8939,other,1500.0,2.0,185.0,2
8942,other,845.0,2.0,55.0,2
8943,other,2511.0,3.0,205.0,3
8944,other,1660.0,2.0,105.0,3
8947,other,1200.0,3.0,90.0,3
8951,other,782.0,2.0,55.68,2
8952,other,1800.0,3.0,120.0,3
8955,other,1870.0,3.0,110.0,3
8956,other,1200.0,4.0,210.0,4
8957,other,1260.0,2.0,85.05,3
8959,other,2795.0,4.0,235.0,3
8961,other,1904.0,3.0,150.0,3
8962,other,2000.0,3.0,175.0,3
8966,other,1500.0,3.0,100.0,3
8967,other,1846.0,3.0,300.0,3
8970,other,1800.0,7.0,250.0,7
8971,other,1783.0,3.0,115.0,3
8972,other,912.0,2.0,70.0,3
8975,other,1580.0,3.0,100.0,3
8976,other,1415.0,3.0,78.0,3
8978,other,2405.0,4.0,260.0,3
8979,other,1500.0,2.0,115.0,2
8988,other,4050.0,3.0,280.0,3
8992,other,1200.0,5.0,170.0,5
8993,other,3045.0,3.0,170.0,3
8996,other,900.0,2.0,110.0,2
8998,other,1450.0,6.0,250.0,6
9002,other,1560.0,3.0,115.0,3
9003,other,1200.0,5.0,180.0,5
9006,other,1200.0,4.0,165.0,4
9008,other,1645.0,3.0,95.0,3
9009,other,1200.0,2.0,79.0,2
9011,other,1350.0,2.0,140.0,3
9012,other,1800.0,3.0,150.0,3
9014,other,1762.0,3.0,125.0,3
9016,other,1308.0,2.0,89.04,2
9017,other,1200.0,3.0,90.0,3
9018,other,1500.0,4.0,230.0,4
9019,other,2023.71,3.0,275.0,3
9022,other,700.0,3.0,120.0,6
9023,other,1200.0,4.0,175.0,4
9024,other,1000.0,2.0,165.0,2
9028,other,2150.0,4.0,240.0,3
9031,other,1200.0,4.0,200.0,4
9032,other,3309.0,4.0,325.0,4
9033,other,5000.0,9.0,360.0,11
9035,other,1150.0,2.0,126.0,2
9038,other,1200.0,2.0,74.0,2
9039,other,1200.0,5.0,190.0,5
9042,other,1753.0,3.0,120.0,3
9044,other,720.0,2.0,45.0,2
9047,other,1200.0,3.0,165.0,4
9048,other,700.0,1.0,41.0,1
9050,other,1595.0,3.0,115.0,3
9051,other,1353.0,2.0,110.0,2
9052,other,1200.0,2.0,85.0,1
9055,other,3000.0,3.0,528.0,5
9056,other,1325.0,2.0,90.0,3
9059,other,1056.0,2.0,80.0,2
9062,other,1544.0,3.0,120.0,3
9064,other,540.0,1.0,36.0,1
9065,other,1578.0,3.0,180.0,3
9067,other,1600.0,2.0,115.0,2
9068,other,416.0,1.0,18.5,1
9071,other,600.0,1.0,90.0,1
9072,other,834.0,1.0,60.0,1
9073,other,1125.0,4.0,70.0,3
9074,other,3000.0,5.0,260.0,4
9075,other,2160.0,5.0,250.0,6
9078,other,469.0,1.0,25.0,1
9080,other,4000.0,3.0,660.0,3
9084,other,1630.0,2.0,200.0,2
9086,other,1200.0,2.0,70.0,3
9087,other,1350.0,3.0,77.0,3
9088,other,4046.0,4.0,445.0,4
9089,other,1180.0,2.0,78.34,3
9090,other,1355.0,2.0,115.0,2
9091,other,600.0,1.0,50.0,1
9093,other,1875.0,3.0,165.0,3
9094,other,600.0,2.0,55.0,2
9097,other,1750.0,3.0,120.0,3
9100,other,1092.0,2.0,98.5,3
9103,other,1855.0,3.0,225.0,3
9105,other,1200.0,3.0,85.0,4
9106,other,1210.0,4.0,160.0,5
9109,other,425.0,1.0,20.03,1
9111,other,600.0,1.0,60.0,1
9112,other,1468.0,2.0,140.0,2
9113,other,4300.0,5.0,550.0,4
9115,other,1000.0,4.0,160.0,5
9116,other,775.0,2.0,55.0,2
9119,other,600.0,4.0,65.0,6
9120,other,1875.0,2.0,300.0,7
9122,other,1352.0,3.0,135.0,3
9128,other,3761.0,3.0,660.0,3
9129,other,1200.0,3.0,95.0,4
9130,other,1976.0,3.0,184.0,3
9131,other,5500.0,4.0,600.0,4
9133,other,1200.0,3.0,95.0,3
9137,other,686.0,1.0,17.0,1
9138,other,1410.0,1.0,233.0,2
9139,other,1250.0,2.0,200.0,2
9140,other,1300.0,1.0,200.0,1
9142,other,1500.0,4.0,180.0,4
9144,other,1282.0,2.0,87.0,2
9146,other,1500.0,2.0,95.0,3
9147,other,1300.0,1.0,115.0,2
9149,other,530.0,1.0,20.0,1
9150,other,1350.0,2.0,80.0,2
9154,other,600.0,3.0,65.0,4
9159,other,950.0,1.0,40.0,1
9162,other,1215.0,4.0,205.0,4
9169,other,1480.0,3.0,90.0,3
9171,other,1600.0,3.0,90.0,3
9172,other,720.0,2.0,120.0,2
9173,other,1200.0,4.0,135.0,4
9175,other,1500.0,3.0,115.0,3
9176,other,1824.0,3.0,125.0,3
9177,other,750.0,1.0,56.25,1
9183,other,4000.0,4.0,675.0,4
9186,other,2400.0,3.0,170.0,3
9188,other,1500.0,2.0,98.0,3
9189,other,3095.0,3.0,350.0,3
9191,other,1200.0,1.0,28.0,1
9192,other,1500.0,3.0,100.0,3
9196,other,1560.0,3.0,188.0,3
9199,other,600.0,5.0,60.0,4
9201,other,485.0,1.0,15.0,1
9207,other,1200.0,3.0,130.0,3
9208,other,1050.0,2.0,67.0,2
9209,other,1596.0,3.0,105.0,3
9213,other,1200.0,3.0,85.0,3
9214,other,1132.0,2.0,67.0,2
9216,other,1515.0,3.0,88.0,3
9222,other,4346.0,5.0,500.0,4
9223,other,1200.0,6.0,180.0,6
9227,other,2200.0,3.0,187.0,3
9228,other,3329.0,3.0,330.0,3
9229,other,3600.0,4.0,300.0,4
9230,other,3500.0,3.0,450.0,4
9232,other,1093.0,2.0,65.0,2
9234,other,750.0,2.0,75.0,3
9235,other,1535.0,3.0,95.0,3
9240,other,2197.0,4.0,280.0,3
9243,other,1600.0,3.0,172.0,4
9244,other,1450.0,2.0,85.0,3
9245,other,2000.0,3.0,166.0,4
9246,other,1420.0,1.0,220.0,2
9250,other,1756.0,3.0,100.0,3
9251,other,1532.0,3.0,92.0,3
9252,other,1650.0,3.0,110.0,3
9254,other,1010.0,2.0,148.0,2
9256,other,1525.0,2.0,122.0,3
9258,other,600.0,3.0,75.0,3
9261,other,2400.0,3.0,200.0,4
9262,other,1000.0,2.0,130.0,2
9264,other,3040.0,1.0,180.0,2
9267,other,1390.0,3.0,120.0,3
9269,other,1135.0,2.0,68.0,2
9270,other,900.0,2.0,55.0,2
9274,other,2500.0,3.0,250.0,3
9275,other,2200.0,4.0,350.0,3
9278,other,1000.0,4.0,66.0,3
9281,other,1168.0,3.0,70.0,3
9283,other,2100.0,4.0,155.0,4
9285,other,817.0,2.0,120.0,4
9286,other,1515.0,3.0,93.93,3
9291,other,1200.0,4.0,135.0,6
9293,other,2000.0,3.0,210.0,3
9294,other,2400.0,4.0,300.0,5
9295,other,1760.0,3.0,176.0,3
9296,other,595.0,1.0,42.0,1
9301,other,1170.0,2.0,86.0,2
9302,other,2200.0,4.0,235.0,4
9304,other,2780.0,5.0,480.0,4
9305,other,8000.0,27.0,230.0,27
9307,other,1450.0,1.0,230.0,2
9309,other,750.0,10.0,90.0,10
9310,other,1320.0,6.0,200.0,8
9312,other,1200.0,11.0,170.0,11
9315,other,1650.0,3.0,175.0,3
9321,other,1250.0,2.0,80.0,3
9322,other,712.0,2.0,67.5,4
9323,other,1650.0,4.0,160.0,3
9324,other,1494.0,2.0,94.55,3
9325,other,800.0,2.0,50.0,2
9326,other,1225.0,2.0,150.0,2
9328,other,3675.0,4.0,367.0,4
9329,other,1200.0,2.0,150.0,2
9332,other,600.0,2.0,60.0,3
9334,other,1350.0,2.0,80.0,2
9336,other,1614.0,3.0,110.0,3
9337,other,600.0,7.0,106.0,7
9338,other,1188.0,2.0,73.0,2
9340,other,1480.0,3.0,90.0,3
9341,other,680.0,2.0,42.0,2
9346,other,2479.13,3.0,215.0,3
